Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,BsmtFlag,WoodDeckFlag,PoolFlag,BsmtFinPerc,SalePrice
234,5,3,75.0,10650,1,1,3,3,0,0,5,2,2,0,2,5,6,1976,1,1,6,6,2,0.0,3.0,3.0,1,3.0,4.0,3.0,2.0,5.0,894.0,1,3.0,1,4,0,894,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1,1.0,1.0,3.0,2.0,365,0,0,0,0,2,1,0,8,4,1.0,1,0,1.0,11.761346823468706
235,10,3,74.0,7851,1,1,3,3,4,0,8,2,2,0,5,6,5,2002,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,860.0,1,5.0,1,4,0,1960,1.0,0.0,2,1,4,1,4.0,8,7.0,2,3.0,3,3.0,2.0,3.0,2.0,288,48,0,0,0,4,1,0,8,4,1.0,1,0,0.7267441860465116,12.285345826424681
236,2,4,21.0,1680,1,1,3,3,4,0,2,2,2,4,5,6,3,1971,1,1,6,6,1,604.0,3.0,3.0,1,3.0,3.0,1.0,5.0,1.0,483.0,1,3.0,1,4,0,987,0.0,0.0,1,1,2,1,3.0,5,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.7412008281573499,11.401993904262946
237,5,3,65.0,8773,1,1,3,3,2,0,5,2,2,0,2,7,5,2004,1,1,12,13,1,98.0,4.0,3.0,2,4.0,3.0,3.0,6.0,1.0,1414.0,1,5.0,1,4,0,1414,0.0,0.0,2,0,3,1,4.0,6,7.0,0,0.0,1,2.0,2.0,3.0,2.0,132,105,0,0,0,4,1,0,8,4,1.0,1,0,0.016973125884016973,12.130810161029627
238,10,3,74.0,9453,1,1,0,3,1,0,20,7,2,0,5,7,7,2003,1,1,6,6,2,0.0,4.0,3.0,2,4.0,3.0,1.0,4.0,1.0,996.0,1,5.0,1,4,0,1744,0.0,0.0,2,1,3,1,4.0,7,7.0,0,0.0,1,2.0,2.0,3.0,2.0,370,70,0,238,0,4,1,0,8,4,1.0,1,0,0.4036144578313253,12.178187442040638
239,5,3,93.0,12030,1,1,3,3,4,0,16,2,2,0,2,8,5,2007,3,1,12,13,1,254.0,5.0,3.0,2,5.0,3.0,1.0,1.0,1.0,1694.0,1,5.0,1,4,0,1694,0.0,0.0,2,0,3,1,4.0,7,7.0,0,0.0,1,3.0,3.0,3.0,2.0,168,228,0,0,0,4,1,0,6,5,1.0,1,0,0.0,12.669806661762314
240,9,3,52.0,8741,1,1,3,3,4,0,7,2,2,0,0,6,4,1950,1,1,12,13,2,0.0,3.0,3.0,1,3.0,2.0,1.0,2.0,1.0,735.0,1,3.0,1,0,0,1487,0.0,0.0,1,1,3,1,3.0,7,7.0,1,4.0,5,1.0,1.0,3.0,2.0,0,140,0,0,0,2,1,0,8,4,1.0,0,0,0.12789115646258503,11.635143097694478
241,5,1,75.0,9000,1,1,3,3,4,0,21,2,2,0,2,8,5,2008,1,1,12,13,3,36.0,4.0,3.0,2,4.0,3.0,3.0,6.0,1.0,1566.0,1,5.0,1,4,0,1566,1.0,0.0,2,0,3,1,4.0,7,7.0,0,0.0,1,2.0,2.0,3.0,2.0,144,168,0,0,0,4,1,0,8,4,1.0,1,0,0.6883780332056194,12.478006361013815
242,6,4,40.0,3880,1,1,3,3,4,0,17,2,2,0,2,5,9,1997,1,1,12,13,2,0.0,3.0,4.0,1,3.0,3.0,1.0,5.0,1.0,686.0,1,4.0,1,4,0,866,0.0,0.0,1,0,2,1,4.0,4,7.0,0,0.0,6,0.0,0.0,0.0,2.0,58,42,0,0,0,4,1,0,8,4,1.0,1,0,0.47959183673469385,11.612770799939945
243,9,4,63.0,5000,1,1,3,3,0,0,17,2,2,0,0,5,4,1950,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,1.0,1.0,1.0,540.0,1,4.0,0,0,0,1440,0.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,1,1.0,1.0,2.0,2.0,0,0,77,0,0,4,1,0,8,4,1.0,0,0,0.0,11.27720313144916
244,2,3,75.0,10762,1,1,3,3,0,0,20,2,2,4,5,6,6,1980,1,1,9,10,2,0.0,3.0,3.0,1,4.0,3.0,1.0,1.0,1.0,626.0,1,3.0,1,4,0,1217,0.0,0.0,1,1,3,1,3.0,6,7.0,1,3.0,1,2.0,1.0,3.0,2.0,0,28,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.695247021764184
245,10,3,74.0,8880,1,1,0,3,4,0,20,2,2,0,5,7,5,2002,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,948.0,1,5.0,1,4,0,2110,1.0,0.0,2,1,3,1,4.0,8,7.0,2,2.0,1,2.0,2.0,3.0,2.0,0,130,0,0,0,4,1,0,8,4,1.0,0,0,0.7331223628691983,12.230765258120545
246,5,3,80.0,10400,1,1,3,3,4,0,14,2,2,0,2,7,5,1988,1,1,13,14,1,102.0,3.0,3.0,1,4.0,3.0,3.0,6.0,1.0,1845.0,1,4.0,1,4,0,1872,0.0,1.0,2,0,3,1,3.0,6,7.0,1,3.0,1,3.0,2.0,3.0,2.0,197,39,0,0,0,4,1,0,8,4,1.0,1,0,0.5035230352303524,12.394624752074764
247,4,4,69.0,9142,1,0,3,3,4,0,17,2,2,1,5,6,8,1950,1,1,0,0,2,0.0,3.0,2.0,4,2.0,3.0,1.0,1.0,1.0,1020.0,1,4.0,0,2,0,1928,0.0,0.0,2,0,4,2,2.0,9,7.0,0,0.0,5,1.0,1.0,1.0,2.0,0,60,112,0,0,4,1,0,8,4,1.0,0,0,0.0,11.827736204810263
248,5,3,75.0,11310,1,1,3,3,4,0,12,2,2,0,2,6,5,1954,3,1,13,3,2,0.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,1367.0,1,5.0,1,4,0,1375,0.0,0.0,1,0,2,1,3.0,5,7.0,1,3.0,1,1.0,2.0,3.0,2.0,0,30,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.84939770159144
249,10,3,72.0,11317,1,1,3,3,4,0,5,2,2,0,5,7,5,2003,1,1,12,13,1,101.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,840.0,1,5.0,1,4,0,1668,0.0,0.0,2,1,3,1,4.0,8,7.0,0,0.0,1,2.0,2.0,3.0,2.0,144,68,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.100712129872347
250,9,3,74.0,159000,1,1,1,2,1,2,4,2,2,0,0,6,7,2006,1,1,13,6,0,472.0,4.0,3.0,1,4.0,3.0,4.0,3.0,1.0,1444.0,1,4.0,1,4,0,2144,0.0,1.0,2,0,4,1,4.0,7,7.0,2,3.0,1,3.0,2.0,3.0,2.0,0,98,0,0,0,4,3,500,8,4,1.0,0,0,0.4826869806094183,12.529966099944527
251,6,3,55.0,5350,1,1,0,3,4,0,3,2,2,0,2,3,2,1966,1,1,13,10,2,0.0,3.0,1.0,1,3.0,3.0,1.0,1.0,1.0,728.0,1,5.0,1,4,0,1306,0.0,0.0,1,0,3,1,2.0,6,4.0,0,0.0,6,0.0,0.0,0.0,2.0,263,0,0,0,0,1,3,450,8,4,1.0,1,0,0.0,11.239146297687439
252,0,4,44.0,4750,1,1,0,1,4,1,6,2,2,4,2,8,5,2007,3,1,12,13,3,481.0,4.0,3.0,2,4.0,3.0,4.0,6.0,1.0,1573.0,1,5.0,1,4,0,1625,1.0,1.0,2,0,2,1,4.0,5,7.0,1,4.0,1,3.0,2.0,3.0,2.0,123,0,0,0,153,4,1,0,8,3,1.0,1,0,1.0,12.367340793126296
253,10,3,65.0,8366,1,1,0,3,4,0,20,2,2,0,5,6,5,2004,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,798.0,1,5.0,1,4,0,1640,0.0,0.0,2,1,3,1,4.0,6,7.0,0,0.0,1,2.0,2.0,3.0,2.0,138,45,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.061046873479915
254,13,3,85.0,9350,1,1,3,3,4,0,12,2,2,0,7,6,7,1991,3,1,6,6,1,108.0,3.0,3.0,1,4.0,3.0,4.0,2.0,5.0,1302.0,1,5.0,1,4,0,1302,0.0,1.0,2,0,3,1,4.0,7,6.0,0,0.0,1,2.0,1.0,3.0,2.0,333,0,0,0,0,2,1,0,1,4,1.0,1,0,0.65284178187404,11.970350312009105
255,5,3,70.0,8400,1,1,3,3,4,0,12,2,2,0,2,5,6,1957,1,1,8,8,2,0.0,3.0,4.0,1,3.0,3.0,1.0,3.0,1.0,1314.0,1,3.0,1,4,0,1314,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1,2.0,1.0,3.0,2.0,250,0,0,0,0,4,1,0,8,4,1.0,1,0,0.7016742770167428,11.884489021402711
256,10,3,66.0,8738,1,1,0,3,4,0,8,2,2,0,5,7,5,1999,1,1,12,13,1,302.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,975.0,1,5.0,1,4,0,2291,0.0,0.0,2,1,4,1,4.0,8,7.0,1,3.0,3,3.0,2.0,3.0,2.0,192,0,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.345834587905333
257,10,1,64.0,8791,1,1,0,3,4,0,21,2,2,0,5,6,5,2003,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,1.0,3.0,1.0,864.0,1,5.0,1,4,0,1728,0.0,0.0,2,1,3,1,4.0,7,7.0,0,0.0,1,2.0,2.0,3.0,2.0,216,56,0,0,0,4,1,0,8,4,1.0,1,0,0.5821759259259259,12.24288661865289
258,5,3,68.0,8814,1,1,3,3,4,0,5,2,2,0,2,7,5,2006,1,1,12,13,3,180.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1604.0,1,5.0,1,4,0,1604,1.0,0.0,2,1,3,1,4.0,8,7.0,1,4.0,1,2.0,2.0,3.0,2.0,123,110,0,0,0,4,1,0,8,0,1.0,1,0,0.8316708229426434,12.301382825334498
259,10,3,80.0,12435,1,1,3,3,4,0,5,2,2,0,5,7,5,2001,1,1,12,13,1,172.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,963.0,1,5.0,1,4,0,1792,0.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,1,2.0,2.0,3.0,2.0,0,96,0,245,0,4,1,0,8,4,1.0,0,0,0.37487019730010385,12.352335152508426
260,5,4,70.0,12702,1,1,3,3,4,0,17,2,2,0,2,5,5,1956,1,1,3,3,2,0.0,3.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1,0,0,882,0.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,45,0,0,0,4,1,0,8,4,0.0,0,0,0.0,11.48246625748552
261,13,3,120.0,19296,1,1,3,3,0,0,12,0,2,0,7,6,5,1962,1,1,13,14,1,399.0,3.0,3.0,1,3.0,3.0,4.0,3.0,5.0,1362.0,1,3.0,1,4,0,1382,1.0,0.0,1,0,3,1,3.0,6,7.0,1,3.0,1,1.0,2.0,3.0,2.0,0,0,252,0,0,1,1,0,8,4,1.0,0,0,1.0,12.078239274020289
262,10,3,69.0,9588,1,1,0,3,4,0,5,2,2,0,5,8,5,2007,1,1,5,5,3,270.0,4.0,3.0,2,5.0,3.0,1.0,1.0,1.0,1482.0,1,5.0,1,4,0,2574,0.0,0.0,2,1,3,1,5.0,10,7.0,1,4.0,3,3.0,3.0,3.0,2.0,0,148,0,0,0,4,1,0,6,5,1.0,0,0,0.0,12.528156144699286
263,13,3,88.0,8471,1,1,0,3,0,0,19,2,2,0,7,6,7,1995,1,1,6,10,1,46.0,3.0,3.0,1,4.0,4.0,3.0,5.0,1.0,506.0,1,3.0,1,4,0,1212,1.0,0.0,1,0,3,1,3.0,6,7.0,1,3.0,1,1.0,2.0,3.0,2.0,292,12,0,0,0,1,1,0,8,4,1.0,1,0,1.0,11.925035115797062
264,9,4,50.0,5500,1,1,3,3,0,0,17,2,2,0,0,5,7,2001,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,1.0,2.0,5.0,926.0,1,3.0,1,4,390,1316,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,1.0,11.77528972943772
265,6,4,30.0,5232,1,0,2,0,4,0,17,0,2,0,2,5,5,2004,1,1,13,14,2,0.0,3.0,3.0,0,2.0,3.0,1.0,1.0,1.0,680.0,1,4.0,0,2,0,764,0.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,5,1.0,2.0,3.0,0.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.198214720130528
266,5,3,78.0,12090,1,1,0,3,4,0,14,2,2,0,2,6,6,1981,1,1,8,8,1,210.0,3.0,4.0,1,4.0,3.0,1.0,6.0,2.0,1422.0,1,3.0,1,4,0,1422,0.0,0.0,2,0,3,1,4.0,7,7.0,1,3.0,1,3.0,2.0,3.0,2.0,276,0,0,0,0,0,1,0,8,4,1.0,1,0,0.5738396624472574,12.075394321888057
267,10,3,70.0,11207,1,1,0,1,2,0,8,2,2,0,5,6,5,1997,1,1,12,13,2,0.0,3.0,3.0,2,4.0,3.0,3.0,6.0,1.0,802.0,1,4.0,1,4,0,1511,1.0,0.0,2,1,3,1,3.0,8,7.0,1,3.0,1,3.0,2.0,3.0,2.0,95,75,0,0,0,4,1,0,8,4,1.0,1,0,0.8902743142144638,12.128111104060462
268,12,3,60.0,8400,1,1,3,0,4,1,18,2,2,0,3,5,8,1997,1,1,13,14,2,0.0,3.0,3.0,2,3.0,3.0,1.0,2.0,1.0,720.0,1,5.0,1,4,420,2192,0.0,0.0,2,1,4,1,4.0,8,7.0,1,4.0,5,1.0,1.0,3.0,2.0,262,24,0,0,0,4,1,0,8,4,1.0,1,0,0.525,12.097930486910471
269,6,4,71.0,6900,1,1,3,3,4,0,9,2,2,0,2,5,6,1955,1,1,12,13,2,0.0,3.0,3.0,1,3.0,3.0,1.0,5.0,3.0,740.0,1,5.0,1,4,0,778,0.0,0.0,1,0,2,1,3.0,4,7.0,1,4.0,5,3.0,1.0,5.0,2.0,0,25,0,0,0,4,1,0,8,4,1.0,0,0,0.7135135135135136,11.699405031912846
270,5,3,74.0,7917,1,1,0,3,0,0,7,2,2,0,2,6,7,1976,3,1,6,6,1,174.0,3.0,4.0,1,3.0,4.0,1.0,4.0,1.0,1143.0,1,3.0,1,4,0,1113,1.0,0.0,1,1,3,1,3.0,6,7.0,1,2.0,1,2.0,1.0,3.0,2.0,370,30,0,0,0,0,1,0,8,4,1.0,1,0,0.6570428696412949,11.904967552746252
271,10,1,84.0,10728,1,1,3,3,4,0,21,2,2,0,5,8,5,2006,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,2.0,1.0,1.0,1095.0,1,4.0,1,4,0,1939,0.0,0.0,2,1,3,1,4.0,8,7.0,1,4.0,1,2.0,3.0,3.0,2.0,192,51,0,0,0,4,1,0,6,5,1.0,1,0,0.0,12.491251587763836
272,5,3,73.0,39104,1,1,0,2,1,2,4,2,2,0,2,7,7,2005,0,2,9,10,2,0.0,3.0,3.0,1,4.0,3.0,4.0,2.0,6.0,1385.0,1,5.0,1,4,0,1363,1.0,0.0,1,0,2,1,3.0,5,4.0,2,3.0,1,1.0,2.0,3.0,2.0,81,0,0,0,0,4,1,0,8,4,1.0,1,0,0.9306859205776173,12.394624752074764
273,10,3,92.0,11764,1,1,0,3,1,0,15,2,2,0,5,8,7,2007,1,1,12,13,1,348.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1152.0,1,5.0,1,4,0,2270,0.0,0.0,2,1,4,1,4.0,9,7.0,1,4.0,1,3.0,3.0,3.0,2.0,132,57,0,0,0,4,1,0,8,4,1.0,1,0,0.4548611111111111,12.577636201962656
274,5,3,80.0,9600,1,1,3,3,4,0,12,1,2,0,2,6,6,1988,3,1,13,14,0,183.0,3.0,3.0,1,3.0,3.0,1.0,3.0,2.0,1240.0,1,4.0,1,4,0,1632,1.0,0.0,2,0,3,1,3.0,6,6.0,1,4.0,1,2.0,1.0,3.0,2.0,289,0,0,0,0,2,1,0,8,4,1.0,1,0,1.0,11.842229212112828
275,5,3,76.0,8314,1,1,3,3,0,0,11,2,2,0,2,5,7,1982,1,1,6,7,2,0.0,3.0,3.0,1,3.0,3.0,4.0,5.0,1.0,816.0,1,3.0,1,4,0,816,0.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,1,1.0,1.0,3.0,2.0,168,0,0,0,0,4,1,0,8,4,1.0,1,0,0.6691176470588235,11.732060994886899
276,9,3,55.0,7264,1,1,3,3,4,0,3,2,2,0,0,7,7,2007,1,1,13,14,2,0.0,4.0,4.0,0,3.0,3.0,1.0,1.0,1.0,952.0,2,4.0,0,4,0,1548,0.0,0.0,2,1,3,1,5.0,5,7.0,0,0.0,5,1.0,2.0,3.0,2.0,74,0,0,0,144,4,1,0,8,4,1.0,1,0,0.0,12.230765258120545
277,5,3,129.0,9196,1,1,0,3,4,0,11,2,2,0,2,7,5,2003,1,1,12,13,2,0.0,4.0,3.0,2,5.0,3.0,1.0,1.0,1.0,1560.0,1,5.0,1,4,0,1560,0.0,0.0,2,0,3,1,4.0,7,7.0,0,0.0,1,3.0,2.0,3.0,2.0,100,150,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.211060187041213
278,5,3,140.0,19138,1,1,3,3,0,0,8,2,2,0,2,4,5,1951,1,1,12,13,2,0.0,3.0,3.0,1,3.0,3.0,1.0,2.0,1.0,864.0,1,5.0,1,4,0,864,0.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.1388888888888889,11.856515169360305
279,5,3,107.0,14450,1,1,3,3,4,0,16,2,2,0,2,9,5,2007,1,1,5,5,1,315.0,5.0,3.0,2,5.0,3.0,4.0,1.0,1.0,2121.0,1,5.0,1,4,0,2121,0.0,0.0,2,1,3,1,5.0,8,7.0,1,5.0,1,3.0,3.0,3.0,2.0,124,98,0,0,142,4,1,0,6,5,1.0,1,0,0.0,12.936751613811438
280,10,3,83.0,10005,1,1,3,3,4,0,4,2,2,0,5,7,5,1977,3,1,9,10,1,299.0,3.0,3.0,1,4.0,3.0,1.0,4.0,1.0,1160.0,1,5.0,1,4,0,2022,0.0,0.0,2,1,4,1,3.0,8,7.0,1,3.0,1,3.0,2.0,3.0,2.0,288,117,0,0,0,4,1,0,8,4,1.0,1,0,0.33793103448275863,12.165250651009918
281,10,3,82.0,11287,1,1,3,3,4,0,20,2,2,0,5,7,6,1989,1,1,9,10,1,340.0,4.0,3.0,1,4.0,3.0,3.0,6.0,1.0,807.0,1,4.0,1,4,0,1982,0.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,1,3.0,2.0,3.0,2.0,0,84,0,196,0,4,1,0,8,4,1.0,0,0,0.5216852540272615,12.339291489316397
282,5,1,60.0,7200,1,2,3,3,4,0,21,2,2,0,2,6,5,2006,1,1,12,13,3,68.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1262.0,1,4.0,1,4,0,1262,0.0,0.0,2,0,2,1,4.0,5,7.0,0,0.0,1,3.0,2.0,3.0,2.0,0,120,0,0,0,4,1,0,6,5,1.0,0,0,0.7171156893819335,12.128111104060462
283,0,3,34.0,5063,1,1,3,3,4,0,16,2,2,3,2,7,5,2008,1,1,12,13,3,166.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1314.0,1,5.0,1,4,0,1314,1.0,0.0,2,0,2,1,4.0,6,7.0,1,4.0,1,2.0,2.0,3.0,2.0,172,62,0,0,0,4,1,0,5,4,1.0,1,0,0.6879756468797564,12.24288661865289
284,5,3,74.0,9612,1,1,3,3,4,0,21,1,2,0,2,8,5,2009,1,1,12,13,3,72.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,1468.0,1,5.0,1,4,0,1468,0.0,0.0,2,0,3,1,4.0,6,7.0,1,4.0,1,3.0,3.0,3.0,2.0,210,150,0,0,0,4,1,0,6,5,1.0,1,0,0.0,12.407379502235209
285,0,3,50.0,8012,1,1,3,3,4,0,20,2,2,4,2,6,5,1992,1,1,9,7,2,0.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1575.0,1,4.0,1,4,0,1575,1.0,0.0,2,0,2,1,4.0,5,7.0,0,0.0,1,2.0,2.0,3.0,2.0,0,0,52,0,0,4,1,0,8,4,1.0,0,0,0.273015873015873,12.096257779522967
286,2,1,35.0,4251,1,2,0,3,4,0,21,2,2,4,5,7,5,2007,1,1,8,8,2,0.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,625.0,1,5.0,1,4,0,1250,0.0,0.0,2,1,2,1,4.0,5,7.0,0,0.0,5,2.0,2.0,3.0,2.0,0,54,0,0,0,4,1,0,6,5,1.0,0,0,0.0,12.011880916165731
287,9,3,77.0,9786,1,1,0,0,4,0,12,2,2,0,0,6,7,1981,1,1,13,14,2,0.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,912.0,1,3.0,1,4,0,1734,0.0,0.0,1,1,3,1,4.0,7,7.0,1,4.0,1,2.0,2.0,3.0,2.0,0,0,0,0,128,0,1,0,8,4,1.0,0,0,0.6578947368421053,11.976659481202368
288,5,3,74.0,8125,1,1,0,3,0,0,12,2,2,0,2,4,4,1971,1,1,6,6,2,0.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,858.0,1,3.0,1,4,0,858,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,6,0.0,0.0,0.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.7156177156177156,11.385092093460344
289,5,3,74.0,9819,1,1,0,3,4,0,19,2,2,0,2,5,5,1967,1,1,8,8,1,31.0,3.0,4.0,1,3.0,3.0,1.0,4.0,1.0,882.0,1,3.0,1,4,0,900,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,2,1,0,8,4,1.0,0,0,0.5102040816326531,11.711776323715394
290,11,3,60.0,8730,1,1,3,3,4,0,3,6,2,0,5,6,7,2003,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,1.0,1.0,1.0,698.0,1,5.0,1,0,0,1396,0.0,0.0,1,0,3,1,3.0,7,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,259,4,1,0,8,4,1.0,0,0,0.0,11.941944326032129
291,10,3,120.0,15611,1,1,3,3,4,0,5,2,2,0,5,8,5,2006,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,3.0,1.0,1.0,1079.0,1,5.0,1,4,0,1919,0.0,0.0,2,1,3,1,4.0,8,7.0,1,4.0,1,2.0,2.0,4.0,2.0,0,51,0,0,0,4,1,0,6,5,1.0,0,0,0.0,12.359780370124389
292,4,3,55.0,5687,1,0,3,0,4,0,18,2,2,1,5,5,6,2000,1,1,12,13,2,0.0,3.0,2.0,2,3.0,2.0,1.0,3.0,1.0,780.0,1,5.0,0,4,0,1716,1.0,0.0,2,0,6,1,2.0,9,7.0,0,0.0,6,0.0,0.0,0.0,0.0,0,184,0,0,0,4,1,0,8,4,1.0,0,0,0.2692307692307692,11.819674600139235
293,9,3,60.0,11409,1,1,3,3,4,0,7,2,2,0,0,5,4,2008,1,1,13,14,2,0.0,3.0,3.0,1,3.0,3.0,1.0,2.0,1.0,768.0,1,4.0,1,4,0,1716,0.0,0.0,1,1,3,1,3.0,8,5.0,1,4.0,1,1.0,1.0,3.0,2.0,0,0,0,0,160,4,1,0,8,4,1.0,0,0,0.3802083333333333,11.782952602183288
294,10,3,74.0,16659,1,1,0,3,0,0,14,3,2,0,5,7,7,1994,1,1,9,10,1,34.0,3.0,3.0,1,3.0,3.0,1.0,5.0,1.0,795.0,1,2.0,1,4,0,2263,1.0,0.0,2,1,3,1,4.0,9,7.0,1,3.0,1,3.0,2.0,3.0,2.0,0,250,0,0,0,4,1,0,8,4,1.0,0,0,1.0,12.367340793126296
295,5,3,80.0,9600,1,1,3,3,4,0,12,2,2,0,2,6,5,1953,3,1,6,6,3,238.0,3.0,3.0,1,3.0,3.0,1.0,6.0,1.0,1416.0,1,3.0,1,4,0,1644,1.0,0.0,1,0,3,1,3.0,7,7.0,2,4.0,1,3.0,2.0,3.0,2.0,110,0,0,0,0,4,1,0,8,4,1.0,1,0,0.9074858757062146,12.025749091398891
296,13,3,37.0,7937,1,1,0,3,1,0,11,2,2,0,7,6,6,1984,1,1,6,6,2,0.0,3.0,3.0,1,3.0,3.0,3.0,6.0,1.0,1003.0,1,3.0,1,4,0,1003,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,5,1.0,2.0,3.0,2.0,120,0,0,0,0,0,1,0,8,4,1.0,1,0,0.8165503489531406,11.867097278690842
297,9,4,75.0,13710,1,1,3,3,4,0,9,2,2,0,0,5,5,1950,1,1,13,14,2,0.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,910.0,1,3.0,1,0,0,1558,0.0,0.0,1,1,4,1,3.0,6,7.0,0,0.0,1,1.0,1.0,3.0,2.0,289,0,0,0,0,2,1,0,8,4,1.0,1,0,0.46153846153846156,11.931635799828413
298,10,1,66.0,7399,1,2,0,3,4,0,21,2,2,0,5,7,5,1998,3,1,12,13,1,1600.0,4.0,3.0,2,4.0,3.0,1.0,4.0,1.0,975.0,1,5.0,1,4,0,1950,0.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,5,2.0,2.0,3.0,2.0,0,10,0,0,198,4,1,0,8,4,1.0,0,0,0.6656410256410257,12.384218830913648
299,10,3,90.0,11700,1,1,3,3,4,0,14,2,2,0,5,6,6,1968,4,1,6,1,1,365.0,4.0,3.0,1,3.0,3.0,1.0,5.0,3.0,702.0,1,4.0,1,4,0,1743,0.0,1.0,1,2,3,1,3.0,7,7.0,1,4.0,1,1.0,2.0,3.0,2.0,224,0,0,0,0,4,1,0,8,4,1.0,1,0,0.7962962962962963,12.072541252905651
300,5,3,80.0,14000,1,1,3,3,4,0,6,2,2,0,2,6,8,2004,1,1,6,6,2,0.0,3.0,4.0,1,3.0,3.0,1.0,1.0,1.0,1092.0,1,5.0,1,4,0,1152,0.0,1.0,1,0,3,1,4.0,6,7.0,1,4.0,1,1.0,1.0,3.0,2.0,0,36,0,0,0,0,1,0,8,3,1.0,0,0,0.0,11.973509872299472
301,4,3,90.0,15750,1,1,3,3,0,0,6,2,2,1,2,5,5,1953,3,1,8,8,1,56.0,3.0,3.0,1,3.0,3.0,2.0,4.0,1.0,1165.0,1,3.0,1,4,0,1336,1.0,0.0,1,0,2,1,3.0,5,7.0,2,4.0,1,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.7218884120171674,11.964001084330445
